product_name	alternative_pricing	details	ratings	price_tag
Cartoon Animal Creator Pack: 150 Brushes for Procreate & Photoshop by BeeJayDeL	Add to cart150 Procreate Brushes, 150 Photoshop Brushes in 10 .ABR sets, 150 .PNG filesSize85.4 MB	Do you struggle with creating cartoon characters? Are you tired of looking around for reference images and just want to make SOMETHING? We’ve all been there as artists…you stare at a blank canvas for what seems like hours. Waiting for inspiration. Waiting for the creative juices to start flowing. Waiting for something…ANYTHING…to happen! Well, if that sounds familiar…I made this new Cartoon Animal Creator Pack with you in mind! You get a total of 150, hand drawn brushes grouped by type (head/body shapes, noses, ears, eyes, eyebrows, mouths, tails, legs/feet, arms/paws, and hair/extras) that will help to jump start your drawing process! Pick a head shape brush and touch the screen…BOOM! Pick an ear brush and touch the screen…BAM! Grab an eye brush and tap that display again…POW! You’re on your way to creating an awesome cartoon character! It doesn’t matter if you ONLY use the elements included or if you decide to add your own creative flair to the tools in this set…you are bound to make something AMAZING!!!It really doesn’t get easier than this! This pack is guaranteed to take the guess work out of making professional looking cartoon characters and boost your productivity! It doesn’t matter if you are a seasoned artist or just starting out on your creative journey…there is something here to help everyone cut their drawing process in half!This pack is also perfect for anyone who wants to quickly create artwork for resale. Need to make designs for stickers, print-on-demand products, stationery, invitations, or advertising? You get full commercial rights for anything you make with this download! Start earning today…the possibilities are almost endless! Don’t have Procreate? Don’t worry…I’ve got you covered!  For the first time ever in one of my Gumroad packs, I have also included the Photoshop versions of all of these brushes as well! Don’t have Photoshop but use another art program? These brushes still might be compatible since so many programs for creatives now allow you to import Photoshop brushes (like Affinity)…so check and see! Need to see more? Check out a preview of this set on my YouTube channel: https://youtu.be/pIl1Q44aswkIncluded in this set:-150 Procreate Brushes (10 sets of 15 brushes grouped by type: Head/Body Shapes, Noses, Ears, Eyes, Eyebrows, Mouths, Tails, Legs/Feet, Arms/Paws, and Hair/Extras-150 Photoshop Brushes in 10 .ABR sets (which can also be imported into any art program that accepts PSD brushes…like Affinity!) -150 .PNG files of each design element-Commercial Rights License (no limits and no credit required) -A link to a 1 hour long deep-dive, exclusive video walking you through the steps on how to make the most out of this set!File types included in this set:.BRUSHSET.ABR.PNG*Due to the digital nature of the product, I do not accept returns, exchanges, or cancellations. Please contact me if you have any problems with your order and I will be happy to help!	116	12
Humaaans	Name a fair price:$Add to cartSource library for Sketch, Figma, Studio, and XD. Flat SVG and PNG assets, and any upcoming updates.LicenseCC0	Humaaans is a free library to mix-&-match illustrations of people. You can customize their positions, clothing, colors, and hairstyle to create some cool scenes. You can add backgrounds and use the power of libraries to make it your own 💈Available onSketchFigmaInVision StudioAdobe XDThis allows you to use the power of libraries so you can use your characters in multiple projects.Mix-And-Match👗 Top Clothes👖 Bottom Clothes💇🏽‍♀️ Hair Styles☝🏽 Standing poses🐒 Sitting poses🖼 Background Scenes🎨 Color palette to fit your brand.Templates 🖥 Web landing pages📱 Mobile error/success/empty states🛫 Onboarding flows so you can quickly get started. How ToCreating a character is easy! Use any product design tool like Sketch, Figma, XD, or Studio to mix nested components.It's Free!The library is under license CC0. This means it's Free for Commercial and Personal Use: no need to credit, license, or anything.To get it for free, just put $0 in the price. If you're feeling generous, you can also add some funds to keep this project going!I can't wait to see all the crazy stuff you create with it 💪🏽----Change LogApril 11, 2020Fixed some naming conventionsRemoved the overrides in clothes and legs to make editing simpler in the Sketch file.	4187	$0+
100 TILEABLE 4K DESIGN TEXTURES	This product supports purchasing power parity. Because you're located in Colombia, the price has been discounted by 60 % to €23.60.Add to cart100 4K Textures, 13min Tutorial, C4D FileSize1.74 GB	100 Tileable 4K Design TexturesThe materials work for any renderer, so yes Octane is great as well!-I created 100 different design and art driven textures. Some of them feel quite realistic some of them are very abstract, but overall they are very unique and special. They are all tileable and they contain the usual maps for PBR rendering. (Diffuse, Normal, Roughness, Opacity, Displacement, Metallness). They work for any render engine. Most of the shaders do have a preview (unfortunately not all of them). And to make it clear, these are textures, not shaders, so you need to create them your own.The pack also includes a 13min long tutorial how to set up everything in C4D and Redshift. (easy to adapt for Octane). Plus the C4D file with a ready to go setup, everything in there is set up.Here is a texture in motion: https://www.instagram.com/p/CHVmZR3Hc_q/Or here: https://www.instagram.com/p/CHYLLlsn96s/Also here is a nice article. I used a lot of my textures for the monsters:https://www.itsnicethat.com/features/community-on-patreon-sponsored-content-141220-All materials are created by Vincent Schwenk.You can use them in your privat and commercial projects.You are not allowed to redistribute or sell the materials. Copyright 2020-If you have any concerns or questions please write me:hi@vincentschwenk.de-Enjoy!-www.vincentschwenk.de	119	€59 €23.60
THUNDER	$9+9usdSupport DesignerPlease show some love and support to the Designer.$0+0usdFree VersionGet it for free, or pay what you want.$99+99usdMake My DayYou are an ABSOLUTE Art Lover!!!30usdName a fair price:$Add to cartSize5.71 MB	THUNDER is a condensed typeface with two contrast and 36 styles, also available as a variable typeface.	563	$9+
Post-production Texture Pack - Vol.1	Name a fair price:$Add to cartYou'll get:Texture110Size363 MB	The ultimate starter pack!100+ textures to get you started in the Architectural Visualization and Representation world!This pack contains 110 high-quality seamless textures. 2048x2048 pixels in jpg/png file for easy usageNo seams, meaning that they are stackable so you can use them in 3D and the texture will wrap around every object.You can see what comes inside this pack on the previews above, click to the right!There's a full video on youtube that explains everything about this amazing pack, check it out here: youtu.be/ibB1rbcV3bEThe download is a .RAR file. Make sure you have the latest WinRAR or WinZIP version installed.UPDATE:Due to the success of this first pack, we also created a second volume, check it out here: gum.co/texturevol2Thank you so much for supporting this platform.Need help? Hit us at hello@learnupstairs.com	105	$8+
Texture Brushes for Procreate by luma_llama	Add to cart30 Texture Brushes for Procreate 5+Size66 MB	Expertly crafted texture brushes by luma_llama to give your shadows, highlights, and details an incredible style. Compatible with Procreate 5+Created by luma_llama, Texture Brushes for Procreate comes with everything you need to add life and style to your paintings.Adding texture to your shadows, highlights, and midtones is the fastest way to create the illusion of complex surface quality and details. This can help elevate your art from mediocre to visually stunning in short time.In this pack you'll get 30 high-quality Procreate brushes, created and edited by me (@luma_llama) in Procreate (.brushset) format.If you've ever downloaded texture brush packs before, you'll know that they tend to be not very useful in the long run.Fear not! Texture Brushes for Procreate is geared toward everyday use. Only the brushes that I find myself using every single day made the cut in this pack, and I have no doubt that you'll be using them everyday too!From the subtle and effective Stipple brush, to the bold and stylish Burlap brush, you'll find something for every occasion in this brush pack.Find your style and improve your shading with Texture Brushes for Procreate!www.lumallama.comInstagram: www.instagram.com/luma_llamaYouTube: www.youtube.com/c/lumallama	204	15
Sk-Modernist Font	$0+0usdRegular, Desktop Package (FREE)$4.95+4.95usdRegular + Bold, Desktop Package$19.95+19.95usdRegular + Bold, Webfont Package$9.95+9.95usdRegular + Bold + Light + Mono, Desktop Package$24.95+24.95usdRegular + Bold + Light + Mono, Webfont Package50usdName a fair price:$Add to cart	Sk-Modernist is a minimalist and clean typeface which eschews complicated forms. The aim of the typeface was to create an amalgamation of a modern Grotesk, like Helvetica, with a simpler geometric style, like Avant Garde.Created by Sean Kane Design, the font is currently available in Light, Regular, Bold and Monospaced weights. Features include multi language support, Extended Latin and Vietnamese character sets, ligatures and stylistic alternatives.A download of a Desktop Package includes .OTF files + desktop and print license.A download of a Webfont Package includes .OTF files + Web files for embedding + desktop and print license + web license for one website with no limit to amount of views.	150	$0+
Eloquent Performance Patterns - Premium Package	Add to cart	You'll get:Access to a total of 28 lessonsIncludes 6 additional advanced lessons on natural sorting, full-text searching and geospatial queriesFull source code for all lessons, including MySQL, Postgres and SQLite versions (where possible)Over two full hours of video contentStream online or download videos	295	149
Ultimate Wholesale RE Course	Add to cart	Hey everyone, My name is Willny Guifarro & I'm a FULL TIME Real Estate Investor and I run a success wholesale operation in Houston TX. We focus on finding distressed Real Estate & ASSIGN our equitable interested in the property it for a profitWholesaling is basically when you sign a PURCHASE & SALES contract with a homeowner Let’s say it’s worth $100,000 & it needs $25,000 in repairs.We as wholesalers try to get this property under contract for $40,000. We find a cash buyer for $50,000 and we walk away with $10,000 assignment fee!!I've done over 100 transactions and I mastered the Art of Flipping Real Estate Contracts so I created a course to show you how to do the same thing and all the steps I take to Successfully close a Wholesale deal.FILES INCLUDEDEvaluation of Deals- How to analyze Land- How to analyze Houses-How to analyze Multi-FamilyLocking It up-Cold Caller Recordings-Universal Purchase Contracrt-Universal Assignment Contract-Cold Call Scripts-Inbound Negotiation Scripts-Screen Video Explaining Contract+ MOREMarketing File-How to Generate Targeted lists-How to Skiptrace a List & Stack ItProcesses & Systems- Cold Calling Your Leads- Keeping your Leads Organized (CRM)- List Of Services I useSelling The Property- Video Explain the Assignment- How to Generate Exclusive Buyer Leads-Selling your Property Via MLSThis is literally everything you need to know In order to do your 1st Wholesale DealHow I see it, I rather learn everything from 1 person instead of a few things here and there from a lot of peopleI ALSO Include a Free Group Chat with over 700 members who you can connect and network withI am also active on this platform as well to ask questionsEnjoy!	139	150
Untitled UI Icons – 4,600+ essential Figma icons	$4949usdPRO versionA single license for solo designers, developers, and freelancers.$9999usdPRO TEAM version (save 59%)Up to 5 users. Perfect for design teams, agencies, and startups.$179179usdPRO ENTERPRISE version (save 69%)Up to 12 users. Perfect for large teams, agencies, and companies.$399399usdPRO UNLIMITED version (save ∞%)Unlimited users. Perfect for large companies and organizations.449usdAdd to cart4,600+ icons and growing✔️Duocolor icon library✔️Duotone icon library✔️Line icon library✔️Solid icon library✔️IconJar library✔️SVG library✔️Editable master icons✔️Lifetime updates✔️	"The ultimate Figma icon libraryUntitled UI Icons are a clean, consistent, and neutral icon library crafted specifically for modern UI design. Made for Figma, in Figma.We won Product Hunt #1 Product of the Week. Thanks for the support!👉 Preview Untitled UI Icons in Figma👉 Learn more at untitledui.com/icons4,600+ essential Figma UI icons + 4x stylesWe searched everywhere for the ""ultimate"" icon set for modern UI design to use across all our projects... We couldn't find an icon library for Figma we loved so we made one.Made for Figma, in Figma. 100% compatible with Figma's latest 2022 component properties and override features. Say goodbye to Illustrator.Crafted specifically for modern UI design. Clean, consistent, and professionally crafted. Purposefully not overly stylized and neutral enough for any project.4x flexible styles. Choose between minimal line, modern duocolor or duotone, or solid icon styles. Switch styles and maintain icon overrides in Figma like magic.4,600+ and counting. Packed full with everything you need to design modern and beautiful UI and websites. No more custom icons.Neatly organized + IconJar. The entire library is neatly organized alphabetically across 19 categories. We've also included an IconJar library with super-smart tags for quick search.Smooth corners by default. Untitled UI Icons use beautiful and naturally continuously 60% variable curves on all corners. We stress these tiny details because once you see it, you can't unsee it.2px stroke weight default. 2px stroke weight by default for visually-balanced icons across sizes. Plus, master icons with live corners are included, so you can tweak corners for your own custom libraries.Optimized SVG output. No unnecessary layers or shapes. SVG outputs are optimized for minimal file size, no unnecessary attributes, and infinite scalability.Use in unlimited projects. In fact, we designed it this way — to be as neutral, flexible, and scalable as possible to use as a single ""ultimate"" library for any project.Lifetime updates. No subscriptions or ""upgrades"". Pay once and get lifetime updates forever. We're always making improvements to Untitled UI products.Not all icon libraries are equalThere are hundreds of icon libraries, but the majority of them are low-quality, designed for Illustrator, or simply too small — usually all three. We couldn't find an icon library for Figma we loved so we made one.We’ve built this icon library to be professional quality, while neutral and flexible enough for any project.What are you waiting for?Untitled UI Icons is the last icon library you'll need and comes packed full with everything you need to design modern and beautiful UI and websites.👉 Learn more at untitledui.com/icons👉 Learn what's new on our changelogWhy do I need a high-quality icon library?Nothing stands out more in modern UI design than inconsistent icons. There are hundreds of icon libraries floating around the internet today, but the majority of them are low quality, buggy, overly stylized, or simply too small — usually all of these.You don’t realize the power of a high-quality icon library until you start using one. A good icon library saves you time and money usually spent on meticulously creating icons one-by-one, or even worse, constantly fixing existing icons so they're more consistent and optically balanced.A good way to frame it is to ask the question, “will this icon library save me a few hours of work in a project?” If the answer is YES, it’s probably worth the investment. Then it becomes an asset you can use in unlimited future projects.We’ve thought of everything you need for modern UI design and have wrapped it into one neatly organized package. Better yet, it's made for Figma, in Figma, which means they're carefully designed to be 100% compatible with Figma's latest 2022 component properties and override features.You can use this icon library in unlimited projects. In fact, we designed it this way — Untitled UI Icons are designed to be 100% Figma native, consistent, professional quality, and neutral enough for any UI or web design project.How are Untitled UI Icons different?We get it. There are hundreds of icon packs. Why did we create another one?When we were building Untitled UI, we looked at dozens and dozens of open source and best-selling icon libraries. Some were good, but we found the vast majority lacked in quality, were overly stylized, or simply too small.The main problem was that not a single one was set up to respect component overrides in Figma. For example, when you use an icon in a component and change the stroke color, as soon as you swap out that icon instance, you'll lose those overrides and have to add the stroke color again. The same goes for fill colors, stroke weights, opacity etc.We realized we needed an “ultimate” icon library that was professional quality, but also big enough and neutral enough for any project, and designed to work seamlessly with Figma. We couldn't find an icon library we loved so we made one. Untitled UI Icons are made for Figma, in Figma, and tick all the boxes we were looking for. Basically, we made it for ourselves.Any questions?Check out our Frequently Asked Questions page on our website.Note: Untitled UI is not affiliated with Figma or Figma's team, nor is it endorsed by Figma."	460	49
Aesthetic Icons by Shevon Salmon	Add to cart	You will get two packs of minimal icons for your home screen mainly designed for iOS that has been made for light and dark mode. I currently have over 70+ hand-crafted app icons, regularly updated with highly requested icons. My infamous Nike Wallpaper is also included.Two different coloured sets:• Black• WhiteHow to replace icons? https://youtu.be/Kwq24MwZMxwIf you have any questions message me: @shevonsalmon_ or @its_shevi No Refunds unless you have a valid reason.	255	5
Outline To SVG	Name a fair price:£Add to cart	Looking for a Blender 3.0+ addon that will let you export the outline of your 3D models into .svg files, in the correct scale without losing your mm perfect precision you have worked so hard to achieve? Be it for graphic design, laser cutting or CNC, getting an accurate vector outline of your 3D design is now possible with Outline to SVG.Outline To SVGDeveloped with the sole intention of exporting dimensionally accurate vector files out of Blender to be used in other applications such as laser cutting, CNC and Graphic Design.Support Outline To SVGIf you have found this addon helpful please consider supporting me on patreon or providing a one-off donation via gumroad. Funds will be used to maintain and update Outline To SVG along with the development of other creative / precision / CAD styled addons.Installation​Outline to svg v2 could not be easier to install.​Step 1. Download the zip file. (Do not unzip it the whole zip is the addon)Step 2. Go into Blender and install it like any other addon.-Important-If you are looking for mm accuracy be sure you set up your blender file for mm precision here is a video explaining how: https://youtu.be/R-Vq2O-hvfoHow to use Outline To SVGStep 1. Go to whatever view you would like to export an SVG from.Step 2. Set where you want the export to go.Step 3. Make sure you are in orthographic view if you want mm accuracy and blender setup for precision.Step 4. Press Export SVG. (wait for a little, maybe a lot if you have a VERY complicated file)Step 5. Enjoy!Keep in mind that export form your viewport will give you a canvas as close to your outline as possible, and exporting from a camera view will give you a canvas/artboard the size of your camera view.​Outline To SVG Commissioned by Jonathan Kobylanski / Maker TalesDeveloped by Ben Morrison	156	£0+
Depths (iOS Icon Theme)	This product supports purchasing power parity. Because you're located in Colombia, the price has been discounted by 60 % to $4.40.Add to cartiOS .PNG Icon ThemeSupported Apps551	"Give your iOS icons some depth, while retaining a stock-like appearance.This is for stock iOS 14+. No jailbreak.Discontinued jailbreak version 1.3 can be found on Twickd.How to apply custom icons on iOS 14Written Tutorial from MacRumorsVideo Tutorial from iDeviceMovies               This product contains:• Themed icons for 551 different Apps• Up to 6 variants per app.(3,000+ Icons)               • Widget Shape Images(to be used as a background with apps like Widgy)               • Docked Icons( A limited selection of popular and regularly docked icons, to be used with the wallpapers provided in the theme, or by adding these docks to your Homescreen using my Homescreen Creator shortcut  )               Icon Assets to create your own icons with 'Depths Creator'     •• (Icon Bases, App Glyphs, Shapes, Symbols and more)     •• (Download Depths Creator, an iOS shortcut that can be used to create your own icons for Depths.Looking for Depths Docker?It's included in Depths Creator now. Select auto option when it asks what builder type you'd like. Then select docked icons.Download Depths Creator• ^Vibrant versions of everything included above.(with the exception of premade 'Docked' icons. Feel free to make your own with Depths Creator shortcut)Preview of different variant/color combinations:Folder: ""Color""Folder: ""Color""Folder: ""Dark""Folder: ""Dark - Color Alts""Folder: ""Light""Folder: ""Light - Color Alts""If there's an icon you need request them here.Icons included:https://broank.com/DepthsList.html"	225	$10.99 $4.40
UX Resources & Bookmarks	Name a fair price:$Add to cart6,448 downloadsResources200+Free updates & support✅	UX Resources & Bookmarks Get access to UX Resources & Bookmarks used by 5000+ people. This library can help you find relevant information on your UX journey!Trust & QualityI care deeply about the quality and relevance of resources. Most of the materials here have been personally tested or recommended by people I trust. The library is being updated frequently and it is free. Any contributions and support are welcome!This library is for:🧑‍🎓 Designers of any level - who want to develop their skills and knowledge🧑‍🔬 Freelancers - who wish to work more efficiently🧑‍💻 Developers - who wish to broaden their knowledge and better collaboration with designers🧑‍💼 Product People - who wish to engage in meaningful dialogues with designersSo what's inside?📘 100+ Free Books🧠 UX Content creators📱 UI & Wireframe Kits🎉 Icons & illustrations 🎨 Inspiration websites📝 Blogs & Magazines📹 Video Channels🎧 Podcasts 🎓 Courses & Bootcamps🖥 Design systems🌄 Stock Photos & many more...To get access, you have to share your contact details and agree to get email updates about UX design resources, updates, and exclusive deals. Click the I WANT THIS button and start learning today!FAQ:Can I share this with anyone else?No. This product has a private license. If you wish to share it with someone, please direct them to this page.I have great materials and feedback. How can I contact you? You can send me a DM on LinkedInCreated with love by Simonas Maciulis. For more content, connect with me on Linkedin and Twitter.	207	$0+
Notion Roadmap: From Beginner to Advanced	Name a fair price:$Add to cartAccessLifetimeUpdatesIncluded	A roadmap to go from beginner to advance in NotionSave 100+ hours of researching. I curated this roadmap of must-know features from beginner to advanced, along with the best learning resources.	569	$0+
Bigilla Typeface	$0+0usdDemo$29+29usdDesktop1 User / 1 Computer$29+29usdWebMaximum 50.000 page views / month$49+49usdDesktop + Web1 User / 1 Computer. Maximum 50.000 page views / month40usdName a fair price:$QuantityAdd to cart	Bigilla™ is a display serif typeface with 2 font weights (Regular-Bold) that include many ligatures and alternates. It's FREE to TRY only.Logotype, E-book and App Licenses are not available online, please contact me at jeremiegauthier@hotmail.fr for these licenses. Please also contact me if you wish to use Bigilla for a project with high exposure, requiring a large number of prints, etc. This requires a special license.Desktop License is for 1 User / 1 Computer.Web Licence is for maximum 50.000 page views / month. Please contact me for a larger use.Thanks!LANGUAGE SUPPORT:Afrikaans, Albanian, Asu, Basque, Bemba, Bena, Breton, Chiga, Cornish, Danish, Dutch, English, Filipino, French, Friulian, Galician, German, Gusii, Indonesian, Irish, Italian, Kabuverdianu, Kalenjin, Kinyarwanda, Luo, Luxembourgish, Luyia, Machame, Makhuwa-Meetto, Makonde, Malagasy, Manx, Morisyen, Northern Ndebele, Norwegian Bokmål, Norwegian Nynorsk, Nyankole, Portuguese, Quechua, Romansh, Rombo, Rundi, Rwa, Samburu, Sango, Sangu, Scottish Gaelic, Sena, Shambala, Shona, Soga, Somali, Spanish, Swahili, Swedish, Swiss German, Taita, Teso, Uzbek (Latin), Vunjo, Zulu.	108	$0+
Texture Brushes by Gal Shir for Procreate and Photoshop	Add to cart8 texture brushesProcreate✔Photoshop✔	Add Life and Details to Your ArtCustom texture brushes for Procreate and Photoshop designed by Gal Shir ✍️ All the brushes are crafted from high-quality photos. Tailor-made for adding shades, texture, details, and life to your digital art. With any purchase, you'll get both Procreate (.brush) and Photoshop (.abr) brushes.8 Brushes are IncludedSandConcreteAsphaltTextileSugarJeansPaperStone⭐️⭐️⭐️⭐️⭐️High-resolution, crispy and sharp textures. Working perfectly with Procreate/Photoshop and giving an authentic feel to your art.It is Guaranteed 👌If you aren't satisfied with the brushes or you have any problem, just send me an email and you'll receive a 100% refund, no questions asked.	648	18
Free Emoji Pack for Discord + Twitch	Name a fair price:$Add to cart3,949 downloads	30 FREE frog emojis you can use with Discord, Twitch, or any other app! 🐸Just type zero into the payment box to download the pack for FREE!If you'd like to pay for the pack just type in any amount you think is fair.Even just a $1 donation goes a long way towards helping me create more art 💘If you want to use PayPal instead you can buy them on my main shop here:✨ https://stinkykatie.net/ ✨Thank you for downloading, and please enjoy my silly little froggies! 💕	245	$0+
